Majority.protein.IDs,Fasta.headers,Score,id,uniprot_id,gene_symbol,description,WT_1,WT_2,WT_3,hnox_1,hnox_2,hnox_3,dgc_1,dgc_2,dgc_3,logFC_hnox_vs_WT,CI.L_hnox_vs_WT,CI.R_hnox_vs_WT,average_intensity_hnox_vs_WT,t_hnox_vs_WT,B_hnox_vs_WT,P.Value_hnox_vs_WT,adj.P.Val_hnox_vs_WT,sig.PVal_hnox_vs_WT,sig.FDR_hnox_vs_WT,logFC_dgc_vs_WT,CI.L_dgc_vs_WT,CI.R_dgc_vs_WT,average_intensity_dgc_vs_WT,t_dgc_vs_WT,B_dgc_vs_WT,P.Value_dgc_vs_WT,adj.P.Val_dgc_vs_WT,sig.PVal_dgc_vs_WT,sig.FDR_dgc_vs_WT,logFC_dgc_vs_hnox,CI.L_dgc_vs_hnox,CI.R_dgc_vs_hnox,average_intensity_dgc_vs_hnox,t_dgc_vs_hnox,B_dgc_vs_hnox,P.Value_dgc_vs_hnox,adj.P.Val_dgc_vs_hnox,sig.PVal_dgc_vs_hnox,sig.FDR_dgc_vs_hnox
A1B323,sp|A1B323|ISPG_PARDP 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ispG PE=3 SV=1,95.778,899,A1B323,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),21.85782102,21.91881097,21.84120628,21.92342541,21.87606827,22.04621768,21.89136985,21.87982835,21.74948362,0.075957696,-0.073620017,0.225535409,21.88713683,1.159748326,-6.658574163,0.277788334,0.510478698,0,0,-0.032385485,-0.181963198,0.117192228,21.88713683,-0.494472762,-6.659164597,0.633538493,0.773060383,0,0,-0.108343181,-0.257920894,0.041234532,21.88713683,-1.654221088,-6.26163622,0.134569069,0.277578218,0,0
A1B324,tr|A1B324|A1B324_PARDP DUF4115 domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1821 PE=4 SV=1,70.573,900,A1B324,Pden_1821,DUF4115 domain-containing protein,18.02774524,18.06243986,17.97332821,17.90330682,17.96247321,17.95886034,17.98782488,17.88623919,17.75459516,-0.079624318,-0.232462274,0.073213638,17.94631254,-1.189798349,-6.624793232,0.266396322,0.49838312,0,0,-0.144951359,-0.297789315,0.007886597,17.94631254,-2.165957496,-4.737463958,0.060342432,0.19533349,0,0,-0.065327041,-0.218164998,0.087510915,17.94631254,-0.976159147,-7.079926825,0.356030636,0.529915211,0,0
A1B326,tr|A1B326|A1B326_PARDP Peptidase M20 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1823 PE=4 SV=1,162.17,901,A1B326,Pden_1823,Peptidase M20,22.9861234,23.01460036,23.04152241,23.1652914,23.20853767,23.2338466,23.0798888,23.08080638,23.02498742,0.188476503,0.078787754,0.298165251,23.09284494,3.924225821,-2.481661973,0.003924448,0.03998677,0,0,0.047812141,-0.061876608,0.15750089,23.09284494,0.995485561,-6.275155137,0.347078134,0.532601186,0,0,-0.140664362,-0.250353111,-0.030975613,23.09284494,-2.928740259,-4.28333216,0.017895641,0.071635744,0,0
A1B328,"tr|A1B328|A1B328_PARDP Transcriptional regulator, CarD family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1825 PE=4 SV=1",156.69,902,A1B328,Pden_1825,"Transcriptional regulator, CarD family",23.63086391,23.77219198,23.64028096,23.47265407,23.55476436,23.55092933,23.85474928,23.74196196,23.79876908,-0.154996363,-0.293106534,-0.016886193,23.66857388,-2.563035998,-4.649539944,0.031996499,0.140617568,0,0,0.117381157,-0.020729013,0.255491328,23.66857388,1.941027038,-5.075735814,0.086180075,0.236145165,0,0,0.27237752,0.13426735,0.410487691,23.66857388,4.504063036,-1.823729982,0.001723379,0.015123072,0,0
A1B329,tr|A1B329|A1B329_PARDP Ferredoxin OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1826 PE=4 SV=1,33.995,903,A1B329,Pden_1826,Ferredoxin,20.69988362,20.45666486,20.80991997,20.67488464,20.70926162,20.70518562,20.81668325,20.73601375,20.76083407,0.040954474,-0.154205437,0.236114384,20.70770349,0.47925825,-7.227230238,0.643881638,0.809886142,0,0,0.115687536,-0.079472374,0.310847447,20.70770349,1.353800975,-5.87735575,0.210804798,0.401014001,0,0,0.074733063,-0.120426848,0.269892973,20.70770349,0.874542724,-7.175116463,0.405929641,0.579160478,0,0
A1B330,tr|A1B330|A1B330_PARDP Heat shock protein Hsp15 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1827 PE=4 SV=1,12.368,904,A1B330,Pden_1827,Heat shock protein Hsp15,17.06977653,17.05462852,16.94001308,17.01382455,16.91575261,16.97149119,17.25447305,17.03711191,17.17134981,-0.054449925,-0.214350256,0.105450406,17.04760236,-0.777690475,-7.028191442,0.457915667,0.674111917,0,0,0.13283888,-0.027061451,0.292739211,17.04760236,1.897294294,-5.139985785,0.092311156,0.245737406,0,0,0.187288805,0.027388473,0.347189136,17.04760236,2.674984769,-4.693775408,0.026763015,0.094992835,0,0
A1B331,tr|A1B331|A1B331_PARDP Helicase domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1828 PE=4 SV=1,91.064,905,A1B331,Pden_1828,Helicase domain protein,21.12078417,21.06615902,21.10128083,20.88789419,20.98556404,20.74324915,21.2189275,21.2080458,21.02749292,-0.223838882,-0.402428663,-0.0452491,21.03993307,-2.862449157,-4.167451666,0.019871596,0.102752552,0,0,0.055414068,-0.123175713,0.234003849,21.03993307,0.70863449,-6.522976176,0.497583175,0.659454,0,0,0.27925295,0.100663168,0.457842731,21.03993307,3.571083647,-3.251825151,0.006630621,0.036233051,0,0
A1B332,tr|A1B332|A1B332_PARDP TPR repeat-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1829 PE=4 SV=1,30.548,906,A1B332,Pden_1829,TPR repeat-containing protein,18.32016949,18.28173728,18.11888256,18.02500316,18.09824952,18.07645038,18.30616585,18.34052757,18.46292439,-0.173695427,-0.333954782,-0.013436071,18.2255678,-2.475277256,-4.78986151,0.036814244,0.154427882,0,0,0.129609491,-0.030649864,0.289868846,18.2255678,1.847022872,-5.213123397,0.099869862,0.258950344,0,0,0.303304918,0.143045562,0.463564273,18.2255678,4.322300128,-2.093333513,0.002218866,0.018154064,0,0
A1B333,tr|A1B333|A1B333_PARDP Sterol-binding domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1830 PE=4 SV=1,92.676,907,A1B333,Pden_1830,Sterol-binding domain protein,23.75917129,23.82677099,23.77955466,23.68466715,23.65642563,23.74867944,23.96063285,23.88308703,23.91831569,-0.091908241,-0.208676625,0.024860143,23.80192275,-1.797579244,-5.830436135,0.107870213,0.294538763,0,0,0.132179542,0.015411158,0.248947925,23.80192275,2.585221934,-4.083704581,0.03088271,0.141493231,0,0,0.224087783,0.107319399,0.340856166,23.80192275,4.382801178,-2.00309538,0.002038762,0.017163825,0,0
A1B334,tr|A1B334|A1B334_PARDP Alpha/beta hydrolase fold protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1831 PE=4 SV=1,7.2594,908,A1B334,Pden_1831,Alpha/beta hydrolase fold protein,15.19518967,15.23167357,15.08560082,15.03606162,15.32249275,15.09055033,14.84395671,15.14098265,14.9758678,-0.021119786,-0.248031191,0.205791619,15.10248621,-0.212565145,-7.328313743,0.836691687,0.925306816,0,0,-0.183885634,-0.410797039,0.043025771,15.10248621,-1.850760985,-5.207712613,0.099288273,0.257938869,0,0,-0.162765848,-0.389677252,0.064145557,15.10248621,-1.63819584,-6.283908183,0.137904241,0.281236961,0,0
A1B335,"tr|A1B335|A1B335_PARDP Oligoendopeptidase, pepF/M3 family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1832 PE=3 SV=1",144.96,909,A1B335,Pden_1832,"Oligoendopeptidase, pepF/M3 family",22.88727124,22.90632938,22.89612319,22.98347563,23.01049631,23.01297091,22.70844776,22.81102031,22.55069141,0.105739681,-0.049134261,0.260613624,22.86298068,1.559259875,-6.163978846,0.15545433,0.360718315,0,0,-0.206521446,-0.361395388,-0.051647503,22.86298068,-3.045409242,-3.353862205,0.014895912,0.105241775,0,0,-0.312261127,-0.46713507,-0.157387184,22.86298068,-4.604669117,-1.676456957,0.001501545,0.014094644,0,0
A1B336,"tr|A1B336|A1B336_PARDP Peptidase M19, renal dipeptidase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1833 PE=4 SV=1",14.784,910,A1B336,Pden_1833,"Peptidase M19, renal dipeptidase",16.16242706,16.06723486,15.9192789,16.07878422,15.88009023,15.90942644,15.58660369,15.87105966,16.09201465,-0.093546643,-0.385714161,0.198620874,15.95187997,-0.733242508,-7.062844442,0.483526994,0.695302173,0,0,-0.199754276,-0.491921794,0.092413241,15.95187997,-1.56572509,-5.605721021,0.154543225,0.334681029,0,0,-0.106207633,-0.39837515,0.185959885,15.95187997,-0.832482582,-7.211552047,0.428350055,0.596369535,0,0
A1B337,"tr|A1B337|A1B337_PARDP Glutathione S-transferase, C-terminal domain OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1834 PE=4 SV=1",16.723,911,A1B337,Pden_1834,"Glutathione S-transferase, C-terminal domain",18.67309102,18.61712355,18.73806838,18.91512849,18.78402529,18.85624563,18.74073672,18.69494621,18.77420408,0.175705486,0.043711852,0.30769912,18.75484104,3.040123272,-3.880764189,0.015019868,0.086831596,0,0,0.060534686,-0.071458948,0.192528321,18.75484104,1.047394206,-6.22310916,0.323875793,0.510826319,0,0,-0.1151708,-0.247164434,0.016822835,18.75484104,-1.992729066,-5.768524092,0.07943283,0.197774533,0,0
A1B339,tr|A1B339|A1B339_PARDP DNA topoisomerase 4 subunit B OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=parE PE=3 SV=1,58.478,912,A1B339,parE,DNA topoisomerase 4 subunit B,18.14733312,17.87673914,18.23524277,17.88408512,18.07686027,17.56633072,17.43401588,17.73736711,18.13321916,-0.244012974,-0.689502411,0.201476463,17.89902148,-1.25526536,-6.548676784,0.243581938,0.474717262,0,0,-0.318237625,-0.763727062,0.127251812,17.89902148,-1.637096011,-5.509539387,0.138892463,0.314169853,0,0,-0.07422465,-0.519714088,0.371264787,17.89902148,-0.38183065,-7.502603142,0.712181054,0.817319137,0,0
A1B342,tr|A1B342|A1B342_PARDP ABC transporter related protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1839 PE=4 SV=1,50.818,913,A1B342,Pden_1839,ABC transporter related protein,19.56938804,19.68076814,19.71162995,19.49851874,19.66126344,19.49199761,19.21332982,19.52759838,19.638872,-0.103335443,-0.351871638,0.145200752,19.55481846,-0.949780123,-6.876194095,0.368564369,0.60396132,0,0,-0.193995312,-0.442531508,0.054540883,19.55481846,-1.783056099,-5.305075386,0.110384258,0.27567723,0,0,-0.090659869,-0.339196065,0.157876326,19.55481846,-0.833275976,-7.211253402,0.427586405,0.596202867,0,0
A1B343,"tr|A1B343|A1B343_PARDP Lipoprotein releasing system, transmembrane protein, LolC/E family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1840 PE=3 SV=1",12.415,914,A1B343,Pden_1840,"Lipoprotein releasing system, transmembrane protein, LolC/E family",15.65813365,15.62112745,15.53079855,15.30147307,15.79931933,15.32826365,15.49136378,15.39098313,15.51199223,-0.1270012,-0.413527981,0.159525581,15.51482832,-1.014936714,-6.811848744,0.338676499,0.574803164,0,0,-0.138573503,-0.425100284,0.147953279,15.51482832,-1.107417375,-6.160009815,0.299032239,0.48413032,0,0,-0.011572303,-0.298099084,0.274954479,15.51482832,-0.092480661,-7.578595194,0.928499536,0.9579095,0,0
A1B346,tr|A1B346|A1B346_PARDP FixH family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1843 PE=4 SV=1,13.009,915,A1B346,Pden_1843,FixH family protein,15.93075067,15.84978655,16.18080266,15.80314628,16.04980813,15.59646824,15.74051487,15.70239457,15.83764076,-0.170639079,-0.455906209,0.114628051,15.8545903,-1.369393608,-6.410478263,0.206573469,0.431736948,0,0,-0.226929896,-0.512197026,0.058337234,15.8545903,-1.821132367,-5.25148809,0.10450512,0.267112708,0,0,-0.056290817,-0.341557947,0.228976313,15.8545903,-0.451738759,-7.470779699,0.662961202,0.781626906,0,0
A1B347,"tr|A1B347|A1B347_PARDP 4Fe-4S ferredoxin, iron-sulfur binding domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1844 PE=4 SV=1",21.941,916,A1B347,Pden_1844,"4Fe-4S ferredoxin, iron-sulfur binding domain protein",15.94399219,16.15424007,16.36078439,16.33557369,16.57638867,16.45979903,15.87812065,15.87785991,15.92645786,0.304248249,0.063892773,0.544603725,16.16813516,2.890899049,-4.121528786,0.018997416,0.100548209,0,0,-0.258859406,-0.499214882,-0.01850393,16.16813516,-2.459624379,-4.281638019,0.037747315,0.154311482,0,0,-0.563107655,-0.803463131,-0.322752179,16.16813516,-5.350523428,-0.629240119,0.000565962,0.006837222,0,0
A1B348,sp|A1B348|CCOP_PARDP Cbb3-type cytochrome c oxidase subunit CcoP OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ccoP PE=1 SV=1,54.085,917,A1B348,ccoP,Cbb3-type cytochrome c oxidase subunit CcoP,20.45025968,20.38780214,20.514333,20.2909272,20.51253464,20.21075429,19.87819207,19.96430334,20.06958514,-0.112726233,-0.31387316,0.088420693,20.25318794,-1.279883541,-6.519908711,0.234517215,0.466362622,0,0,-0.480104759,-0.681251686,-0.278957833,20.25318794,-5.451066364,0.13819643,0.000499217,0.019249415,0,0,-0.367378526,-0.568525452,-0.166231599,20.25318794,-4.171182823,-2.320854132,0.002747727,0.02097122,0,0
A1B349,tr|A1B349|A1B349_PARDP Cbb3-type cytochrome oxidase component OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1846 PE=4 SV=1,4.4811,918,A1B349,Pden_1846,Cbb3-type cytochrome oxidase component,17.85031993,18.05763317,17.98493211,18.04885813,18.05075408,18.10081061,17.9477389,17.96664965,17.74213716,0.102512541,-0.076646107,0.281671189,17.97220375,1.306766765,-6.487601899,0.225644795,0.455769228,0,0,-0.078786498,-0.257945146,0.10037215,17.97220375,-1.004321774,-6.266441416,0.343041889,0.528692705,0,0,-0.181299038,-0.360457686,-0.00214039,17.97220375,-2.311088539,-5.275715144,0.047866985,0.142332956,0,0
A1B350,"tr|A1B350|A1B350_PARDP Cytochrome c oxidase, cbb3-type, subunit II OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1847 PE=4 SV=1",66.822,919,A1B350,Pden_1847,"Cytochrome c oxidase, cbb3-type, subunit II",21.8658704,21.67210367,21.89865319,21.84855016,21.98609246,22.02627267,21.21041103,21.47917414,21.52400657,0.141429348,-0.087962402,0.370821098,21.72345937,1.408058192,-6.361979776,0.194731613,0.414627752,0,0,-0.407678505,-0.637070255,-0.178286756,21.72345937,-4.058811474,-1.789873982,0.003228076,0.048856381,0,0,-0.549107853,-0.778499603,-0.319716103,21.72345937,-5.466869667,-0.473005777,0.000489529,0.006077379,0,0
A1B351,tr|A1B351|A1B351_PARDP cytochrome-c oxidase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1848 PE=3 SV=1,16.784,920,A1B351,Pden_1848,cytochrome-c oxidase,16.32361277,16.23478203,16.34688839,16.18451305,16.48269982,16.46258058,16.00763059,15.92644553,16.09760425,0.074836752,-0.128295694,0.277969199,16.22963967,0.841384471,-6.97491892,0.42324284,0.648956295,0,0,-0.29120094,-0.494333386,-0.088068493,16.22963967,-3.273952185,-2.99313332,0.010437488,0.091099184,0,0,-0.366037692,-0.569170139,-0.162905245,16.22963967,-4.115336656,-2.405687903,0.002976107,0.022087138,0,0
A1B352,tr|A1B352|A1B352_PARDP UspA domain protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1849 PE=3 SV=1,152.68,921,A1B352,Pden_1849,UspA domain protein,23.01862287,22.97405934,23.02386435,23.57788627,23.65875214,23.19093135,22.64284355,22.81855958,22.8632241,0.470341067,0.199741231,0.740940903,23.08541595,3.975421672,-2.415376323,0.003708469,0.038946096,0,0,-0.230639777,-0.501239613,0.039960059,23.08541595,-1.94941593,-5.064299917,0.08535765,0.23553013,0,0,-0.700980843,-0.971580679,-0.430381007,23.08541595,-5.924837602,0.09559875,0.000291547,0.004133836,0,0
A1B353,"tr|A1B353|A1B353_PARDP Putative transcriptional regulator, Crp/Fnr family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1850 PE=4 SV=1",55.253,922,A1B353,Pden_1850,"Putative transcriptional regulator, Crp/Fnr family",18.47438414,18.56180835,18.53177759,18.36569755,18.37172404,18.35030294,18.41707044,18.42124654,18.44731148,-0.160081843,-0.267397898,-0.052765787,18.43792479,-3.406718379,-3.292910346,0.008511065,0.062194862,0,0,-0.094113869,-0.201429925,0.013202186,18.43792479,-2.002847062,-4.983994968,0.078173046,0.226304017,0,0,0.065967973,-0.041348082,0.173284029,18.43792479,1.403871316,-6.59562446,0.195933049,0.350728326,0,0
A1B356,tr|A1B356|A1B356_PARDP DNA polymerase I OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=polA PE=3 SV=1,25.729,923,A1B356,polA,DNA polymerase I,15.9844252,15.68884186,16.0821599,15.60759392,15.75651818,15.23862014,15.51679076,15.74632077,16.01714311,-0.384231573,-0.781074012,0.012610865,15.73760154,-2.218885931,-5.198874367,0.05611161,0.200749903,0,0,-0.158390769,-0.555233207,0.23845167,15.73760154,-0.914685499,-6.351420021,0.386167134,0.563561354,0,0,0.225840805,-0.171001634,0.622683243,15.73760154,1.304200432,-6.718912316,0.227181021,0.391320761,0,0
A1B357,tr|A1B357|A1B357_PARDP Zinc finger CHCC-type domain-containing protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1854 PE=4 SV=1,24.648,924,A1B357,Pden_1854,Zinc finger CHCC-type domain-containing protein,21.08077819,20.63745558,20.75850644,21.13477914,20.86851514,21.12888957,21.11204746,20.98596859,20.82835181,0.21848121,-0.081102917,0.518065337,20.94836577,1.670410124,-6.011958705,0.131914579,0.327839368,0,0,0.149875883,-0.149708244,0.44946001,20.94836577,1.145884318,-6.11844068,0.283716777,0.471968765,0,0,-0.068605327,-0.368189454,0.2309788,20.94836577,-0.524525805,-7.432162221,0.613591968,0.744854736,0,0
A1B358,tr|A1B358|A1B358_PARDP ABC transporter related protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1855 PE=4 SV=1,53.301,925,A1B358,Pden_1855,ABC transporter related protein,18.46426324,18.46105679,18.43553214,18.44854175,18.61250372,18.72332152,18.50844526,18.51105232,18.42050877,0.141171608,-0.02510214,0.307445356,18.5094695,1.939021103,-5.622433281,0.086452597,0.259646929,0,0,0.026384726,-0.139889022,0.192658474,18.5094695,0.362399649,-6.720275226,0.725927476,0.835747274,0,0,-0.114786882,-0.28106063,0.051486866,18.5094695,-1.576621455,-6.368420168,0.151429895,0.298866034,0,0
A1B359,tr|A1B359|A1B359_PARDP Histidine triad (HIT) protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1856 PE=4 SV=1,84.938,926,A1B359,Pden_1856,Histidine triad (HIT) protein,22.76115675,22.71018214,22.79969299,22.93055501,22.84849755,22.98516839,22.85923704,22.78488614,22.85186275,0.164396355,0.035971046,0.292821665,22.83680431,2.923481988,-4.06893531,0.018044711,0.097615364,0,0,0.074984684,-0.053440626,0.203409994,22.83680431,1.333462487,-5.902165413,0.217116608,0.40760428,0,0,-0.089411671,-0.217836981,0.039013638,22.83680431,-1.5900195,-6.35017843,0.148388629,0.295774217,0,0
A1B361,tr|A1B361|A1B361_PARDP Sulfotransferase family protein OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1858 PE=4 SV=1,24.441,927,A1B361,Pden_1858,Sulfotransferase family protein,18.54920328,18.55462395,18.55255363,18.45000343,18.19260546,18.11572844,18.44750533,18.38882948,18.43377431,-0.299347842,-0.487799196,-0.110896489,18.40942526,-3.627736466,-2.943139661,0.006088707,0.050626473,0,0,-0.12875725,-0.317208604,0.059694103,18.40942526,-1.560383294,-5.612593777,0.15519104,0.335272383,0,0,0.170590592,-0.017860761,0.359041945,18.40942526,2.067353172,-5.655013897,0.07058255,0.181440258,0,0
A1B362,sp|A1B362|RL32_PARDP 50S ribosomal protein L32 OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=rpmF PE=3 SV=1,4.2718,928,A1B362,rpmF,50S ribosomal protein L32,17.85072738,17.96003695,18.30359775,16.97566323,17.57282558,16.8666859,18.15316831,17.81388088,18.73358966,-0.899729126,-1.500408831,-0.299049422,17.80335285,-3.432644735,-3.271360917,0.008442004,0.062138689,0,0,0.195425588,-0.405254117,0.796105293,17.80335285,0.745587306,-6.494606784,0.476506126,0.642496248,0,0,1.095154714,0.49447501,1.695834419,17.80335285,4.178232041,-2.342664298,0.002848629,0.021496379,1,1
A1B363,sp|A1B363|PLSX_PARDP Phosphate acyltransferase OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=plsX PE=3 SV=1,72.277,929,A1B363,plsX,Phosphate acyltransferase,19.30101222,19.14889544,19.35023533,18.87402591,19.19544953,19.16661773,18.97334179,19.03459377,18.99502751,-0.188016604,-0.401017344,0.024984135,19.11546658,-2.015923059,-5.506793533,0.0765734,0.239878193,0,0,-0.265726638,-0.478727378,-0.052725898,19.11546658,-2.849133772,-3.66526496,0.020294848,0.119116168,0,0,-0.077710034,-0.290710774,0.135290706,19.11546658,-0.833210713,-7.21134628,0.427588438,0.596202867,0,0
A1B364,sp|A1B364|FABH_PARDP Beta-ketoacyl-[acyl-carrier-protein] synthase III OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=fabH PE=3 SV=1,156.32,930,A1B364,fabH,Beta-ketoacyl-[acyl-carrier-protein] synthase III,21.94677983,22.03850079,21.97141097,21.94622768,21.98761745,22.01377692,21.78768631,22.01540749,21.98982661,-0.003023183,-0.161616018,0.155569652,21.96635934,-0.043535124,-7.352348413,0.966283604,0.988573816,0,0,-0.054590397,-0.213183232,0.104002438,21.96635934,-0.786124893,-6.46303888,0.453217897,0.622943375,0,0,-0.051567214,-0.210160049,0.107025622,21.96635934,-0.742589769,-7.285506274,0.477811463,0.6378712,0,0
A1B365,"tr|A1B365|A1B365_PARDP Transcriptional regulator, TraR/DksA family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1862 PE=4 SV=1",7.8695,931,A1B365,Pden_1862,"Transcriptional regulator, TraR/DksA family",13.28452447,13.45006596,13.60249413,14.83429457,14.48302035,15.10006211,14.31536491,14.56511164,14.17599868,1.360097493,0.980432695,1.73976229,14.2012152,8.209746469,2.77437588,2.93E-05,0.001920134,1,1,0.906463555,0.526798757,1.286128352,14.2012152,5.47154598,0.107375073,0.000523286,0.019249415,0,0,-0.453633938,-0.833298735,-0.07396914,14.2012152,-2.738200489,-4.601388746,0.024671039,0.090059321,0,0
A1B366,sp|A1B366|IHFA_PARDP Integration host factor subunit alpha OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=ihfA PE=3 SV=1,13.106,932,A1B366,ihfA,Integration host factor subunit alpha,18.59021733,18.44278088,18.36189101,18.30917152,18.29609782,18.04931543,18.28094594,18.35797611,18.50764557,-0.246768148,-0.468299446,-0.025236851,18.35511574,-2.543975191,-4.680072821,0.032985776,0.143792365,0,0,-0.082773867,-0.304305164,0.13875743,18.35511574,-0.853330002,-6.406738937,0.416947246,0.595249643,0,0,0.163994281,-0.057537016,0.385525578,18.35511574,1.690645189,-6.2106067,0.127261278,0.26718377,0,0
A1B367,"tr|A1B367|A1B367_PARDP Putative transcriptional regulator, MerR family OS=Paracoccus denitrificans (strain Pd 1222) OX=318586 GN=Pden_1864 PE=4 SV=1",17.629,933,A1B367,Pden_1864,"Putative transcriptional regulator, MerR family",17.06446659,16.99486743,17.08920288,17.07193873,16.95791462,17.29027461,16.86198076,17.07201216,16.97215451,0.057197021,-0.152591086,0.266985128,17.04164581,0.622660627,-7.142354151,0.549895909,0.747493108,0,0,-0.08079649,-0.290584596,0.128991617,17.04164581,-0.87957016,-6.383702648,0.40334888,0.581081221,0,0,-0.13799351,-0.347781617,0.071794597,17.04164581,-1.502230787,-6.468137091,0.169356569,0.320175316,0,0
